System,Molecular_Weight,DOCK_Rotatable_Bonds,Formal_Charge,HBond_Acceptors,HBond_Donors,Stereocenters,cLogP,TPSA,SA_Score,QED,ESOL,num_of_PAINS,SMILES
1DB1 , 416.644 , 15 , -2.98023e-06 , 3 , 3 , 6 , 5.7047 , 60.69 , 4.51606 , 0.510527 , -6.71896 , 0 , C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
1DBB , 314.468 , 3 , -0.00100003 , 2 , 0 , 6 , 4.7235 , 34.14 , 3.94603 , 0.689052 , -5.33703 , 0 , CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1DBJ , 290.446 , 3 , 0.00300195 , 2 , 1 , 7 , 3.9591 , 37.3 , 3.93437 , 0.732973 , -4.61643 , 0 , C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O
1DBT , 322.168 , 6 , -1.998 , 11 , 3 , 4 , -5.0691 , 182.96 , 4.43831 , 0.468771 , 1.88357 , 0 , O=c1ccn([C@@H]2O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
1DF8 , 243.307 , 5 , -0.999 , 6 , 2 , 3 , -0.5379 , 81.26 , 4.29507 , 0.502525 , -0.958437 , 0 , O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
1DJX , 414.05 , 9 , -6 , 15 , 3 , 6 , -10.4862 , 295.92 , 6.12267 , 0.356866 , 5.30306 , 0 , [O-][P]([O-])([O-])O[C@H]1[C@H](O)[C@@H](O[P]([O-])([O-])[O-])[C@H](O[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
1DMP , 536.674 , 12 , -5.96046e-08 , 7 , 6 , 4 , 4.2332 , 116.05 , 3.60253 , 0.252592 , -6.411 , 0 , Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
1DQX , 337.16 , 6 , -3 , 12 , 3 , 4 , -5.9955 , 206.02 , 4.98155 , 0.458265 , 2.47243 , 0 , O=c1cc([O-])n([C@@H]2O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
1DUV , 288.221 , 10 , -2.002 , 11 , 6 , 2 , -2.8047 , 184.51 , 5.38428 , 0.213679 , 0.437655 , 0 , N[C@@H](CCCN[P@@](N)(=O)N[S+](=O)(=O)=O)C(=O)[O-]
1DVJ , 323.156 , 6 , -2.002 , 12 , 3 , 4 , -5.6741 , 195.85 , 4.68414 , 0.463179 , 2.32575 , 0 , O=c1cnn([C@@H]2O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
1DY4 , 260.356 , 9 , 0.997998 , 3 , 3 , 1 , 1.5513 , 46.07 , 3.23816 , 0.827568 , -2.61304 , 0 , CC(C)[NH2+]C[C@H](O)COc1cccc2ccccc12
1E66 , 298.815 , 3 , 0.000998989 , 3 , 2 , 2 , 4.8565 , 38.91 , 4.33177 , 0.763869 , -5.33392 , 0 , CCC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2
1E6Q , 202.17 , 5 , -1.19209e-07 , 8 , 4 , 4 , -3.0247 , 124.52 , 4.22411 , 0.386628 , 1.14043 , 0 , OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nnnn21
1E6S , 192.172 , 7 , -0.000999957 , 7 , 6 , 4 , -3.1791 , 125.54 , 4.77116 , 0.193467 , 1.31873 , 0 , OC[C@H]1N/C(=N\O)[C@H](O)[C@@H](O)[C@@H]1O
1E72 , 192.172 , 7 , -0.000999957 , 7 , 6 , 4 , -3.1791 , 125.54 , 4.77116 , 0.193467 , 1.31873 , 0 , OC[C@H]1N/C(=N\O)[C@H](O)[C@@H](O)[C@@H]1O
1EB1 , 424.587 , 14 , 2.002 , 9 , 8 , 3 , -1.9722 , 148.97 , 4.60315 , 0.139292 , -1.06394 , 0 , CN(C(=O)[C@@H]1CCCN1C(=O)[C@H]([NH3+])CC1CCCCC1)[C@H](C=O)CCCNC(N)=[NH2+]
1EB2 , 469.563 , 11 , 1 , 7 , 5 , 1 , 3.03419 , 118.52 , 2.81875 , 0.461259 , -5.08284 , 0 , N[C](N)c1cccc(C(=O)N[C@@H](C(=O)N2CCC(C(=O)c3ccccc3)CC2)c2ccccc2)c1
1EBG , 152.023 , 3 , -3 , 6 , 1 , 0 , -3.5561 , 121.34 , 5.38304 , 0.324839 , 1.85276 , 0 , O=C(C[P]([O-])([O-])[O-])N[O-]
1EBK , 833.064 , 43 , 0.998 , 19 , 16 , 7 , -4.407 , 332.03 , 5.26438 , 0.0216715 , -1.88718 , 0 , CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])C(C)C)C(N)=O
1EC9 , 193.113 , 8 , -2 , 8 , 4 , 3 , -4.567 , 152.98 , 4.92135 , 0.332109 , 2.35224 , 0 , O=C(N[O-])[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
1ECQ , 192.125 , 8 , -2 , 7 , 3 , 3 , -5.041 , 140.95 , 5.03216 , 0.400931 , 2.71378 , 0 , O=C([O-])[C@@H](O)C[C@H](O)[C@@H](O)C(=O)[O-]
1EEF , 180.158 , 6 , -0.000999957 , 6 , 5 , 5 , -3.2214 , 110.38 , 3.59545 , 0.292282 , 1.42684 , 0 , OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
1EFI , 271.27 , 8 , 0.00200003 , 7 , 6 , 5 , -1.5525 , 125.4 , 3.36087 , 0.427078 , -0.393562 , 1 , Nc1ccc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1
1EFY , 267.287 , 5 , 0.00299904 , 5 , 3 , 0 , 2.3374 , 81 , 1.98211 , 0.763824 , -3.25115 , 0 , COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1
1EHL , 545.42 , 5 , -0.998001 , 16 , 4 , 8 , -3.53508 , 228.03 , 7.33252 , 0.262236 , -0.732313 , 0 , Cc1cn2c(=O)nc1[C@@H]1N(C(=O)NC(=O)[C@]1(C)O)[C@H]1C[C@H](O[P]([O-])([O-])OC[C@H]3O[C@@H]2C[C@@H]3O)[C@@H](CO)O1
1EIX , 337.16 , 6 , -3 , 12 , 3 , 4 , -5.9955 , 206.02 , 4.98155 , 0.458265 , 2.47243 , 0 , O=c1cc([O-])n([C@@H]2O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
1EJN , 342.464 , 7 , 0.998997 , 6 , 7 , 0 , 0.9403 , 104.77 , 3.86596 , 0.415023 , -2.70447 , 0 , NC(=[NH2+])Nc1ccc(CNC(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1
1ELB , 473.559 , 21 , 0.998 , 10 , 6 , 2 , 2.7387 , 114.94 , 3.46576 , 0.343643 , -4.87358 , 0 , CC(C)C[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)F)C(=O)Nc1ccc(C(C)C)cc1
1ELC , 507.576 , 19 , 0.999997 , 10 , 6 , 2 , 2.9353 , 114.94 , 3.3587 , 0.325244 , -5.2433 , 0 , CC(C)c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)F)cc1
1EP4 , 451.376 , 11 , -0.00100005 , 9 , 2 , 0 , 5.5031 , 83.03 , 2.76822 , 0.514075 , -6.7962 , 0 , CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1
1EQG , 205.277 , 7 , -1.002 , 2 , 0 , 1 , 1.7385 , 40.13 , 2.81015 , 0.750779 , -2.40048 , 0 , CC(C)Cc1ccc([C@H](C)C(=O)[O-])cc1
1EQH , 243.257 , 4 , -1.002 , 3 , 0 , 1 , 2.3461 , 40.13 , 2.6537 , 0.829741 , -3.10103 , 0 , C[C@H](C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1
1ERE , 272.387 , 3 , -0.000999026 , 2 , 2 , 5 , 3.6092 , 40.46 , 3.58535 , 0.743925 , -4.23849 , 0 , C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
1ETT , 429.563 , 11 , 1.003 , 8 , 5 , 1 , 1.65211 , 118.52 , 2.7251 , 0.620377 , -3.79526 , 0 , Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccc([C](N)N)cc2)C(=O)N2CCCCC2)cc1
1EUS , 290.25 , 10 , -1.001 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1EVE , 380.507 , 8 , 1.001 , 4 , 1 , 1 , 2.944 , 39.97 , 3.79803 , 0.837044 , -4.43343 , 0 , COc1cc2c(cc1OC)C(=O)[C@H](C[C@H]1CC[N@H+](Cc3ccccc3)CC1)C2
1EZQ , 460.576 , 16 , 1.997 , 7 , 8 , 2 , 0.7101 , 134.65 , 3.74417 , 0.212755 , -3.29313 , 0 , COC(=O)[C@H](Cc1cccc(C(N)=[NH2+])c1)[C@@H](C)NC(=O)c1ccc(-c2cccc(C[NH3+])c2)cc1
1F0R , 453.546 , 6 , 0.00200027 , 10 , 3 , 1 , 2.5061 , 118.28 , 3.17024 , 0.483203 , -4.59371 , 0 , Nc1nccc2ccc(CN3CC[C@H](NS(=O)(=O)c4cc5ncccc5s4)C3=O)cc12
1F0S , 427.508 , 5 , 0.00199977 , 10 , 2 , 1 , 2.252 , 108.05 , 3.32027 , 0.509499 , -4.23399 , 0 , O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1Cc1cc2ccncc2[nH]1
1F0T , 446.531 , 9 , 1.002 , 11 , 6 , 1 , -0.4543 , 151.21 , 3.57427 , 0.29924 , -2.34867 , 1 , NC(=[NH2+])c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1
1F0U , 460.576 , 16 , 1.997 , 7 , 8 , 2 , 2.00069 , 135.08 , 3.57664 , 0.363742 , -4.25033 , 0 , COC(=O)[C@H](Cc1cccc([C](N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc(C[NH3+])c2)cc1
1F3D , 204.295 , 4 , 1.001 , 3 , 4 , 0 , 0.0214 , 52.02 , 3.41965 , 0.584542 , -1.12737 , 1 , Nc1ccc(CNC2=[NH+]CCCC2)cc1
1F4E , 268.314 , 4 , -1.001 , 6 , 0 , 1 , -0.10198 , 77.51 , 2.75321 , 0.767029 , -1.45108 , 0 , Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)[O-])cc1
1F4F , 425.396 , 10 , -2.996 , 12 , 1 , 2 , -4.032 , 186.87 , 3.89752 , 0.422273 , 0.454492 , 0 , O=C([O-])CC[C@H](NC(=O)c1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)[O-])cc1)C(=O)[O-]
1F4G , 496.475 , 14 , -2.996 , 14 , 2 , 2 , -4.5257 , 215.97 , 3.92307 , 0.292331 , 0.363064 , 0 , O=C([O-])CCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
1F57 , 120.152 , 3 , -1.001 , 4 , 3 , 1 , -3.1063 , 67.77 , 6.96661 , 0.392254 , 1.7164 , 0 , [NH3+][C@H](C[S-])C(=O)[O-]
1F8B , 290.25 , 10 , -0.997001 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1F8C , 290.273 , 10 , -0.000999093 , 9 , 7 , 5 , -5.1517 , 166.79 , 5.10907 , 0.341406 , 2.15821 , 0 , CC(=O)N[C@@H]1[C@@H]([NH3+])C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1F8D , 290.273 , 10 , -0.00100178 , 9 , 7 , 5 , -5.1517 , 166.79 , 5.17958 , 0.341406 , 2.15821 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)C[NH3+]
1F8E , 290.296 , 10 , 1 , 9 , 9 , 5 , -5.9021 , 174.2 , 5.73173 , 0.338943 , 2.71461 , 0 , CC(=O)N[C@@H]1[C@@H]([NH3+])C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)C[NH3+]
1F9H , 195.181 , 3 , -0.000999779 , 7 , 5 , 0 , -1.1576 , 116.39 , 3.74449 , 0.451953 , -0.198134 , 0 , Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2
1FD7 , 389.405 , 11 , 0.00100006 , 8 , 5 , 5 , -0.2047 , 128.48 , 3.22925 , 0.469065 , -2.15696 , 0 , O=C(NCc1ccccc1)c1cccc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c1
1FEJ , 770.97 , 42 , 1.78814e-07 , 19 , 14 , 8 , -4.3452 , 324.62 , 5.08806 , 0.0204144 , -1.523 , 0 , CCCC[C@@H](CN[C@@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)[O-])NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC
1FFF , 833.064 , 43 , 1.009 , 19 , 16 , 7 , -4.407 , 332.03 , 5.26438 , 0.0216715 , -1.88718 , 0 , CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])C(C)C)C(N)=O
1FFI , 784.954 , 42 , -0.00700295 , 20 , 14 , 8 , -4.8186 , 341.69 , 4.97546 , 0.0211326 , -1.26768 , 0 , CCCC[C@H](NC(=O)[C@H](CCCC)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)[O-]
1FG6 , 784.954 , 42 , -0.00399691 , 20 , 14 , 8 , -4.8186 , 341.69 , 4.97546 , 0.0211326 , -1.26768 , 0 , CCCC[C@H](NC(=O)[C@H](CCCC)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)[O-]
1FG8 , 833.064 , 43 , 1.007 , 19 , 16 , 7 , -4.407 , 332.03 , 5.26438 , 0.0216715 , -1.88718 , 0 , CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])C(C)C)C(N)=O
1FGC , 784.954 , 42 , 0.00199801 , 20 , 14 , 8 , -4.8186 , 341.69 , 4.97546 , 0.0211326 , -1.26768 , 0 , CCCC[C@H](NC(=O)[C@H](CCCC)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)[O-]
1FGI , 295.318 , 5 , -0.998001 , 5 , 2 , 0 , 1.49832 , 85.02 , 3.10191 , 0.837574 , -2.80882 , 0 , Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)[O-]
1FH7 , 266.271 , 7 , 1.001 , 8 , 7 , 7 , -4.8906 , 136.22 , 5.32031 , 0.29855 , 2.11058 , 0 , O[C@H]1[C@H](O)CO[C@@H](O[C@@H]2C[NH2+]C[C@H](O)[C@H]2O)[C@@H]1O
1FH8 , 250.272 , 6 , 0.998 , 7 , 6 , 6 , -3.8614 , 115.99 , 5.286 , 0.344939 , 1.45168 , 0 , O[C@H]1[C@H](O)CO[C@@H](O[C@@H]2CC[NH2+]C[C@H]2O)[C@@H]1O
1FH9 , 295.27 , 9 , 1.001 , 10 , 8 , 7 , -5.9961 , 165.84 , 5.46368 , 0.237977 , 2.74108 , 0 , ONC1=[NH+]C[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
1FHD , 303.292 , 7 , 0.999 , 9 , 6 , 7 , -3.4657 , 139.28 , 5.19025 , 0.316164 , 0.812304 , 0 , O[C@H]1[C@H](O)CO[C@@H](O[C@@H]2C[n+]3cc[nH]c3[C@H](O)[C@H]2O)[C@@H]1O
1FJS , 527.507 , 14 , 1.002 , 13 , 6 , 0 , -0.7074 , 161.6 , 4.01672 , 0.163362 , -2.68316 , 0 , CN(CC(=O)[O-])c1c(F)c(Oc2cccc(C3=[N+](C)CCN3)c2)nc(Oc2cc(C(N)=[NH2+])ccc2O)c1F
1FKI , 437.576 , 2 , -0.00400189 , 7 , 0 , 1 , 3.9638 , 89.98 , 3.57731 , 0.423886 , -5.58647 , 0 , CC1(C)COC(=O)CCCCCCCCCCCOC(=O)[C@@H]2CCCCN2C(=O)C1=O
1FM9 , 545.614 , 12 , -0.998999 , 7 , 1 , 1 , 5.27562 , 104.49 , 3.05238 , 0.214135 , -7.22919 , 1 , Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)[O-])cc1
1FO2 , 164.181 , 5 , 1.001 , 5 , 6 , 4 , -3.993 , 97.53 , 5.61338 , 0.268138 , 2.10154 , 0 , OC[C@H]1[NH2+]C[C@@H](O)[C@@H](O)[C@@H]1O
1FO3 , 232.193 , 5 , -0.000999928 , 8 , 5 , 5 , -4.2719 , 130.33 , 4.535 , 0.292993 , 1.87069 , 0 , O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O
1FPU , 382.425 , 7 , 0.00299907 , 7 , 2 , 0 , 4.23792 , 92.69 , 2.17799 , 0.540649 , -5.40871 , 0 , Cc1ccc(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cccnc2)n1
1FQX , 702.827 , 29 , -1 , 13 , 7 , 5 , 0.9119 , 212.01 , 4.12132 , 0.107277 , -5.00633 , 0 , CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(N)=O
1G2L , 526.618 , 16 , 0.997999 , 10 , 5 , 0 , 2.0604 , 142.24 , 3.35222 , 0.11899 , -4.72291 , 0 , CCOC(=O)CO/N=C(/c1ccccn1)C1(c2ccc3c(c2)nc(CNc2ccc(C(N)=[NH2+])cc2)n3C)CC1
1G35 , 662.76 , 17 , -8.9407e-08 , 12 , 3 , 4 , 3.1451 , 146.07 , 3.94215 , 0.2005 , -6.4225 , 0 , COC(=O)c1ccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1
1G36 , 424.528 , 8 , 0.998999 , 7 , 5 , 0 , 2.35622 , 99.28 , 2.71518 , 0.287975 , -4.28675 , 0 , Cc1nc2ccccc2n1Cc1ccc2c(c1)nc(CNc1ccc(C(N)=[NH2+])cc1)n2C
1G48 , 325.316 , 6 , -0.998 , 8 , 2 , 0 , 2.6357 , 87.04 , 2.40132 , 0.920079 , -3.85079 , 0 , [NH-]S(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1
1G52 , 325.316 , 6 , -0.998 , 8 , 2 , 0 , 2.6357 , 87.04 , 2.39301 , 0.920079 , -3.85079 , 0 , [NH-]S(=O)(=O)c1ccc(C(=O)NCc2cccc(F)c2F)cc1
1G53 , 325.316 , 6 , -0.998 , 8 , 2 , 0 , 2.6357 , 87.04 , 2.40132 , 0.920079 , -3.85079 , 0 , [NH-]S(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1
1G7F , 540.55 , 20 , -3.005 , 12 , 3 , 2 , -2.1883 , 199.85 , 3.80815 , 0.160726 , -1.64662 , 0 , CCCCCNC(=O)[C@H](Cc1ccc(OC(C(=O)[O-])C(=O)[O-])cc1)NC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-]
1G7G , 596.614 , 23 , -3 , 13 , 3 , 2 , -2.2299 , 216.92 , 3.88991 , 0.153605 , -1.97519 , 0 , CCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)[O-])c(C(=O)[O-])c1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)[O-]
1G9V , 340.399 , 11 , -1.002 , 5 , 1 , 0 , 2.39194 , 78.46 , 2.35278 , 0.87683 , -3.76053 , 0 , Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)[O-])cc2)c1
1GAH , 646.62 , 23 , 1.004 , 19 , 15 , 19 , -9.5907 , 325.75 , 6.01147 , 0.108563 , 3.11912 , 0 , C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1[NH2+][C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
1GAI , 648.636 , 23 , 0.998999 , 19 , 15 , 20 , -9.5108 , 325.75 , 5.96297 , 0.115829 , 3.04652 , 0 , C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1[NH2+][C@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1GHV , 254.271 , 4 , 1 , 6 , 6 , 0 , -0.6174 , 113.15 , 3.05164 , 0.360884 , -0.978143 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3ccc[nH]c3=O)nc2c1
1GHW , 253.284 , 5 , 1.001 , 5 , 6 , 0 , 0.3999 , 100.52 , 2.78192 , 0.392591 , -1.72611 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)nc2c1
1GHZ , 254.271 , 4 , 1 , 6 , 6 , 0 , -0.6174 , 113.15 , 3.05164 , 0.360884 , -0.978143 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3ccc[nH]c3=O)nc2c1
1GI4 , 253.284 , 5 , 1 , 5 , 6 , 0 , 0.3999 , 100.52 , 2.78192 , 0.392591 , -1.72611 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)nc2c1
1GI6 , 252.296 , 5 , 1.001 , 4 , 6 , 0 , 1.0049 , 87.63 , 2.74998 , 0.404899 , -2.16829 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)cc2c1
1GJ6 , 362.838 , 6 , 1 , 5 , 6 , 0 , 4.61589 , 88.06 , 2.52362 , 0.428323 , -5.5681 , 0 , N[C](N)c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl
1GKC , 315.413 , 17 , 0.00100011 , 7 , 3 , 2 , 0.7732 , 98.74 , 3.5432 , 0.350158 , -2.39013 , 0 , CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)CN(O)C=O)C(C)(C)C
1GM7 , 333.388 , 7 , -1.002 , 7 , 1 , 3 , -0.4739 , 89.54 , 3.5894 , 0.755275 , -1.59703 , 0 , CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
1GM8 , 349.387 , 7 , -1.003 , 8 , 1 , 4 , -1.4584 , 106.61 , 4.05247 , 0.671047 , -0.971898 , 0 , CC1(C)[C@H](C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2[S@]1=O
1GM9 , 349.387 , 7 , -1.003 , 8 , 1 , 4 , -1.4584 , 106.61 , 4.05247 , 0.671047 , -0.971898 , 0 , CC1(C)[C@H](C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2[S@]1=O
1GPK , 243.329 , 2 , 0.997999 , 3 , 4 , 2 , 1.2807 , 60.5 , 5.35596 , 0.662515 , -2.32169 , 0 , C/C=C1\[C@@H]2C=C(C)C[C@@]1([NH3+])c1ccc(=O)[nH]c1C2
1GPN , 257.356 , 0 , 1.002 , 3 , 3 , 3 , 1.0659 , 49.47 , 5.70488 , 0.671041 , -2.2539 , 0 , CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)[NH2+]CCC[C@H]23
1GWQ , 242.298 , 3 , -2.98023e-08 , 3 , 2 , 0 , 3.9795 , 40.46 , 2.05121 , 0.665413 , -4.31444 , 0 , Oc1ccc(-c2cc3ccc(O)cc3s2)cc1
1GWR , 272.387 , 3 , -0.000999026 , 2 , 2 , 5 , 3.6092 , 40.46 , 3.58535 , 0.743925 , -4.23849 , 0 , C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
1H1D , 439.391 , 8 , 0.00099887 , 11 , 2 , 0 , 3.2788 , 116.03 , 3.15307 , 0.408196 , -5.06971 , 1 , O=C(CCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cc(O)c(O)c([N+2]([O-])[O-])c1
1H22 , 468.683 , 13 , 1.999 , 6 , 6 , 2 , 2.7658 , 98.94 , 4.80257 , 0.334073 , -4.85761 , 0 , O=c1ccc2c([nH]1)CCC[C@@H]2[NH2+]CCCCCCCCCC[NH2+][C@H]1CCCc2[nH]c(=O)ccc21
1H23 , 496.737 , 15 , 1.997 , 6 , 6 , 2 , 3.546 , 98.94 , 4.73534 , 0.278701 , -5.61421 , 0 , O=c1ccc2c([nH]1)CCC[C@@H]2[NH2+]CCCCCCCCCCCC[NH2+][C@H]1CCCc2[nH]c(=O)ccc21
1H46 , 260.356 , 9 , 0.998998 , 3 , 3 , 1 , 1.5513 , 46.07 , 3.23816 , 0.827568 , -2.61304 , 0 , CC(C)[NH2+]C[C@@H](O)COc1cccc2ccccc12
1HAK , 425.615 , 8 , 1.005 , 5 , 1 , 0 , 3.0572 , 33.98 , 3.34997 , 0.772463 , -4.81472 , 0 , COc1ccc2c(c1)CN(C(=O)CC[N@H+]1CC[C@@H](Cc3ccccc3)CC1)CCS2
1HDQ , 223.208 , 7 , -1.002 , 6 , 3 , 1 , -0.964 , 101.49 , 2.9498 , 0.452066 , -0.512922 , 0 , O=C(NO)N[C@H](Cc1ccccc1)C(=O)[O-]
1HEW , 627.6 , 21 , -2.38419e-06 , 19 , 11 , 15 , -7.1416 , 295.29 , 5.05975 , 0.112639 , 1.4317 , 0 , CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](NC(C)=O)[C@H]3O)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
